Step,Time,Vehicles,J1_Phase,J2_Phase,J1_Queue,J2_Queue,Total_Queue,Network_Delay
11880,11880,17,0,-1,0,0,0,9.333333333333334
11890,11890,17,1,-1,0,0,0,0.0
11900,11900,14,2,-1,0,0,0,0.0
11910,11910,14,2,-1,0,0,0,1.6666666666666667
11920,11920,13,2,-1,2,0,2,6.333333333333333
11930,11930,13,2,-1,2,0,2,12.857142857142858
11940,11940,13,0,-1,1,0,1,6.125
11950,11950,9,0,-1,0,0,0,0.0
11960,11960,7,0,-1,0,0,0,0.0
11970,11970,6,0,-1,0,0,0,5.0
11980,11980,6,0,-1,0,0,0,0.0
11990,11990,25,2,-1,0,0,0,0.0
12000,12000,23,2,-1,1,0,1,2.0
12010,12010,22,2,-1,1,0,1,7.333333333333333
12020,12020,22,2,-1,1,0,1,11.25
12030,12030,22,3,-1,3,0,3,15.4
12040,12040,21,0,-1,1,0,1,2.0
12050,12050,18,0,-1,1,0,1,8.0
12060,12060,18,0,-1,1,0,1,12.5
12070,12070,18,0,-1,1,0,1,8.0
12080,12080,17,1,-1,2,0,2,11.4
12090,12090,17,2,-1,2,0,2,1.0
12100,12100,17,2,-1,2,0,2,7.571428571428571
12110,12110,17,2,-1,3,0,3,13.5
12120,12120,17,3,-1,3,0,3,16.666666666666668
12130,12130,16,0,-1,1,0,1,1.0
12140,12140,13,0,-1,1,0,1,2.7142857142857144
12150,12150,12,0,-1,1,0,1,4.857142857142857
12160,12160,11,0,-1,1,0,1,5.571428571428571
12170,12170,10,0,-1,3,0,3,8.285714285714286
12180,12180,7,2,-1,1,0,1,0.6
12190,12190,7,2,-1,1,0,1,5.333333333333333
12200,12200,28,2,-1,1,0,1,10.285714285714286
12210,12210,28,2,-1,2,0,2,14.875
12220,12220,28,0,-1,1,0,1,10.11111111111111
12230,12230,28,0,-1,1,0,1,4.0
12240,12240,27,0,-1,2,0,2,7.3
12250,12250,26,0,-1,1,0,1,3.4
12260,12260,25,0,-1,1,0,1,4.4
12270,12270,22,1,-1,2,0,2,6.875
12280,12280,20,2,-1,0,0,0,0.8571428571428571
12290,12290,18,2,-1,1,0,1,6.0
12300,12300,18,2,-1,1,0,1,10.857142857142858
12310,12310,18,3,-1,2,0,2,15.25
12320,12320,17,0,-1,1,0,1,5.25
12330,12330,15,0,-1,1,0,1,11.333333333333334
12340,12340,14,0,-1,1,0,1,2.6666666666666665
12350,12350,13,0,-1,1,0,1,4.333333333333333
12360,12360,11,1,-1,2,0,2,7.2
12370,12370,10,2,-1,1,0,1,1.0
12380,12380,8,2,-1,1,0,1,4.6
12390,12390,6,2,-1,2,0,2,12.25
12400,12400,6,2,-1,2,0,2,17.8
12410,12410,27,0,-1,0,0,0,3.5
12420,12420,25,0,-1,1,0,1,1.2
12430,12430,24,0,-1,2,0,2,0.8
12440,12440,23,0,-1,2,0,2,4.8
12450,12450,23,0,-1,3,0,3,7.5
12460,12460,22,2,-1,2,0,2,2.0
12470,12470,22,2,-1,2,0,2,3.857142857142857
12480,12480,21,2,-1,2,0,2,9.571428571428571
12490,12490,20,2,-1,2,0,2,15.285714285714286
12500,12500,18,3,-1,2,0,2,25.166666666666668
12510,12510,16,0,-1,0,0,0,3.8
12520,12520,15,0,-1,1,0,1,0.8
12530,12530,14,0,-1,1,0,1,2.8
12540,12540,12,0,-1,1,0,1,6.0
12550,12550,11,1,-1,1,0,1,8.5
12560,12560,11,2,-1,0,0,0,3.4
12570,12570,11,2,-1,0,0,0,10.166666666666666
12580,12580,10,2,-1,0,0,0,18.5
12590,12590,10,3,-1,0,0,0,23.0
12600,12600,10,0,-1,0,0,0,15.75
12610,12610,8,0,-1,0,0,0,0.0
12620,12620,28,0,-1,1,0,1,1.1428571428571428
12630,12630,27,0,-1,1,0,1,2.5714285714285716
12640,12640,25,0,-1,2,0,2,6.0
12650,12650,25,2,-1,0,0,0,1.1428571428571428
12660,12660,23,2,-1,1,0,1,6.5
12670,12670,23,2,-1,1,0,1,13.714285714285714
12680,12680,23,2,-1,1,0,1,19.5
12690,12690,22,0,-1,1,0,1,14.625
12700,12700,19,0,-1,1,0,1,0.8333333333333334
12710,12710,15,0,-1,1,0,1,5.0
12720,12720,14,0,-1,1,0,1,8.333333333333334
12730,12730,14,0,-1,1,0,1,8.75
12740,12740,14,1,-1,2,0,2,11.2
12750,12750,13,2,-1,0,0,0,3.6
12760,12760,11,2,-1,1,0,1,10.0
12770,12770,11,2,-1,1,0,1,17.5
12780,12780,11,3,-1,1,0,1,21.6
12790,12790,11,0,-1,0,0,0,0.42857142857142855
12800,12800,8,0,-1,1,0,1,0.6
12810,12810,7,0,-1,1,0,1,2.6
12820,12820,6,0,-1,1,0,1,4.6
12830,12830,25,1,-1,2,0,2,9.5
12840,12840,24,2,-1,0,0,0,3.5
12850,12850,24,2,-1,1,0,1,7.6
12860,12860,24,2,-1,3,0,3,12.666666666666666
12870,12870,23,2,-1,3,0,3,21.666666666666668
12880,12880,23,0,-1,1,0,1,0.0
12890,12890,19,0,-1,0,0,0,0.0
12900,12900,17,0,-1,0,0,0,0.0
12910,12910,15,0,-1,0,0,0,0.0
12920,12920,15,0,-1,0,0,0,0.0
12930,12930,14,2,-1,0,0,0,1.6666666666666667
12940,12940,13,2,-1,0,0,0,8.0
12950,12950,13,2,-1,0,0,0,13.25
12960,12960,13,2,-1,0,0,0,16.6
12970,12970,13,3,-1,2,0,2,13.0
12980,12980,11,0,-1,0,0,0,0.0
12990,12990,9,0,-1,0,0,0,0.0
13000,13000,8,0,-1,1,0,1,1.0
13010,13010,8,0,-1,2,0,2,4.6
13020,13020,6,1,-1,1,0,1,10.25
13030,13030,5,2,-1,1,0,1,8.75
13040,13040,26,2,-1,1,0,1,13.2
13050,13050,26,2,-1,1,0,1,19.0
13060,13060,25,3,-1,1,0,1,21.4
13070,13070,25,0,-1,0,0,0,0.0
13080,13080,24,0,-1,0,0,0,0.0
13090,13090,21,0,-1,1,0,1,0.4
13100,13100,21,0,-1,2,0,2,3.1666666666666665
13110,13110,21,0,-1,2,0,2,6.428571428571429
13120,13120,21,2,-1,1,0,1,4.25
13130,13130,19,2,-1,1,0,1,12.0
13140,13140,19,2,-1,1,0,1,19.125
13150,13150,18,2,-1,1,0,1,12.625
13160,13160,17,0,-1,0,0,0,7.875
13170,13170,16,0,-1,0,0,0,0.0
13180,13180,14,0,-1,1,0,1,0.5714285714285714
13190,13190,11,0,-1,1,0,1,3.0
13200,13200,11,0,-1,1,0,1,7.166666666666667
13210,13210,11,1,-1,2,0,2,12.0
13220,13220,11,2,-1,1,0,1,11.625
13230,13230,10,2,-1,1,0,1,19.125
13240,13240,7,2,-1,1,0,1,12.5
13250,13250,28,3,-1,2,0,2,15.285714285714286
13260,13260,27,0,-1,2,0,2,1.1666666666666667
13270,13270,27,0,-1,0,0,0,0.0
13280,13280,24,0,-1,0,0,0,0.16666666666666666
13290,13290,24,0,-1,0,0,0,3.0
13300,13300,24,1,-1,0,0,0,8.75
13310,13310,24,2,-1,0,0,0,14.444444444444445
13320,13320,24,2,-1,0,0,0,21.3
13330,13330,22,2,-1,0,0,0,2.111111111111111
13340,13340,20,2,-1,0,0,0,4.125
13350,13350,19,0,-1,0,0,0,0.0
13360,13360,17,0,-1,0,0,0,0.0
13370,13370,15,0,-1,0,0,0,0.0
13380,13380,13,0,-1,0,0,0,0.0
13390,13390,10,0,-1,0,0,0,2.0
13400,13400,10,2,-1,0,0,0,4.5
13410,13410,8,2,-1,0,0,0,13.333333333333334
13420,13420,8,2,-1,0,0,0,0.0
13430,13430,7,2,-1,0,0,0,0.5
13440,13440,5,3,-1,0,0,0,4.0
13450,13450,5,0,-1,1,0,1,2.25
13460,13460,26,0,-1,2,0,2,5.0
13470,13470,26,0,-1,2,0,2,8.333333333333334
13480,13480,25,0,-1,2,0,2,16.333333333333332
13490,13490,25,1,-1,3,0,3,21.142857142857142
13500,13500,24,2,-1,1,0,1,15.142857142857142
13510,13510,24,2,-1,1,0,1,1.875
13520,13520,23,2,-1,1,0,1,4.375
13530,13530,22,3,-1,2,0,2,7.875
13540,13540,20,0,-1,0,0,0,0.0
13550,13550,19,0,-1,0,0,0,0.0
13560,13560,17,0,-1,1,0,1,1.0
13570,13570,16,0,-1,1,0,1,5.333333333333333
13580,13580,16,0,-1,1,0,1,10.285714285714286
13590,13590,16,2,-1,0,0,0,10.875
13600,13600,11,2,-1,0,0,0,0.0
13610,13610,11,2,-1,1,0,1,2.4
13620,13620,10,2,-1,2,0,2,7.4
13630,13630,9,0,-1,0,0,0,0.0
13640,13640,7,0,-1,0,0,0,0.0
13650,13650,5,0,-1,1,0,1,1.0
13660,13660,4,0,-1,1,0,1,4.333333333333333
13670,13670,25,0,-1,2,0,2,6.75
13680,13680,24,1,-1,2,0,2,17.333333333333332
13690,13690,23,2,-1,0,0,0,0.0
13700,13700,22,2,-1,0,0,0,4.0
13710,13710,21,2,-1,1,0,1,9.75
13720,13720,20,3,-1,1,0,1,17.25
13730,13730,19,0,-1,1,0,1,2.25
13740,13740,18,0,-1,1,0,1,5.75
13750,13750,18,0,-1,2,0,2,8.8
13760,13760,17,0,-1,2,0,2,12.6
13770,13770,16,1,-1,2,0,2,18.4
13780,13780,16,2,-1,0,0,0,0.0
13790,13790,16,2,-1,0,0,0,0.0
13800,13800,14,2,-1,0,0,0,0.0
13810,13810,13,2,-1,1,0,1,1.3333333333333333
13820,13820,11,0,-1,0,0,0,0.0
13830,13830,9,0,-1,0,0,0,0.0
13840,13840,7,0,-1,0,0,0,0.0
13850,13850,7,0,-1,0,0,0,0.0
13860,13860,6,0,-1,0,0,0,2.0
13870,13870,5,2,-1,0,0,0,0.0
13880,13880,25,2,-1,0,0,0,1.25
13890,13890,25,2,-1,1,0,1,4.4
13900,13900,24,2,-1,1,0,1,9.4
13910,13910,23,3,-1,1,0,1,18.2
13920,13920,22,0,-1,0,0,0,3.0
13930,13930,19,0,-1,0,0,0,8.333333333333334
13940,13940,18,0,-1,0,0,0,11.666666666666666
13950,13950,18,0,-1,0,0,0,14.5
13960,13960,17,1,-1,1,0,1,1.0
13970,13970,17,2,-1,2,0,2,1.2
13980,13980,17,2,-1,2,0,2,7.6
13990,13990,17,2,-1,2,0,2,13.0
14000,14000,16,3,-1,2,0,2,20.5
14010,14010,16,0,-1,2,0,2,2.857142857142857
14020,14020,13,0,-1,0,0,0,4.166666666666667
14030,14030,12,0,-1,0,0,0,5.833333333333333
14040,14040,11,0,-1,1,0,1,9.0
14050,14050,9,0,-1,1,0,1,1.2
14060,14060,9,2,-1,1,0,1,0.5
14070,14070,9,2,-1,2,0,2,2.857142857142857
14080,14080,8,2,-1,2,0,2,8.333333333333334
14090,14090,28,2,-1,2,0,2,14.333333333333334
14100,14100,28,0,-1,2,0,2,12.142857142857142
14110,14110,28,0,-1,1,0,1,4.75
14120,14120,25,0,-1,2,0,2,8.571428571428571
14130,14130,23,0,-1,3,0,3,16.5
14140,14140,22,0,-1,3,0,3,14.166666666666666
14150,14150,22,1,-1,3,0,3,17.857142857142858
14160,14160,21,2,-1,1,0,1,1.0
14170,14170,20,2,-1,1,0,1,6.285714285714286
14180,14180,20,2,-1,2,0,2,11.25
14190,14190,20,3,-1,3,0,3,10.666666666666666
14200,14200,20,0,-1,2,0,2,5.8
14210,14210,20,0,-1,2,0,2,9.818181818181818
14220,14220,18,0,-1,2,0,2,17.2
14230,14230,17,0,-1,2,0,2,13.7
14240,14240,17,1,-1,2,0,2,16.09090909090909
14250,14250,17,2,-1,0,0,0,0.0
14260,14260,17,2,-1,2,0,2,3.076923076923077
14270,14270,15,2,-1,3,0,3,10.833333333333334
14280,14280,15,2,-1,4,0,4,18.23076923076923
14290,14290,15,0,-1,5,0,5,4.230769230769231
14300,14300,32,0,-1,3,0,3,6.3
14310,14310,29,0,-1,2,0,2,9.444444444444445
14320,14320,27,0,-1,2,0,2,9.625
14330,14330,26,0,-1,2,0,2,13.375
14340,14340,25,2,-1,3,0,3,10.0
14350,14350,24,2,-1,3,0,3,4.375
14360,14360,22,2,-1,3,0,3,13.571428571428571
14370,14370,22,2,-1,4,0,4,20.0
14380,14380,22,3,-1,4,0,4,15.88888888888889
14390,14390,22,0,-1,6,0,6,6.7
14400,14400,22,0,-1,6,0,6,14.727272727272727
14410,14410,21,0,-1,6,0,6,19.636363636363637
14420,14420,21,0,-1,6,0,6,27.818181818181817
14430,14430,20,1,-1,6,0,6,36.0
14440,14440,19,2,-1,5,0,5,28.727272727272727
14450,14450,19,2,-1,7,0,7,35.333333333333336
14460,14460,19,2,-1,7,0,7,41.84615384615385
14470,14470,19,3,-1,7,0,7,48.84615384615385
14480,14480,19,0,-1,7,0,7,58.38461538461539
14490,14490,19,0,-1,7,0,7,63.5
14500,14500,19,0,-1,7,0,7,62.6
14510,14510,40,0,-1,9,0,9,66.375
14520,14520,40,0,-1,9,0,9,75.75
14530,14530,40,2,-1,9,0,9,80.70588235294117
14540,14540,40,2,-1,9,0,9,85.33333333333333
14550,14550,39,2,-1,9,0,9,100.3529411764706
14560,14560,39,2,-1,9,0,9,110.3529411764706
14570,14570,39,0,-1,9,0,9,113.66666666666667
14580,14580,39,0,-1,9,0,9,117.05263157894737
14590,14590,39,0,-1,9,0,9,120.35
14600,14600,39,0,-1,9,0,9,123.9047619047619
14610,14610,39,0,-1,9,0,9,127.36363636363636
14620,14620,39,1,-1,9,0,9,136.8181818181818
14630,14630,39,2,-1,9,0,9,146.63636363636363
14640,14640,39,2,-1,9,0,9,149.82608695652175
14650,14650,39,2,-1,9,0,9,152.75
14660,14660,39,3,-1,9,0,9,162.25
14670,14670,39,0,-1,9,0,9,172.20833333333334
14680,14680,39,0,-1,9,0,9,173.8
14690,14690,38,0,-1,9,0,9,190.625
14700,14700,38,0,-1,9,0,9,200.58333333333334
14710,14710,38,1,-1,9,0,9,210.58333333333334
14720,14720,59,2,-1,9,0,9,211.76
14730,14730,59,2,-1,10,0,10,213.30769230769232
14740,14740,59,2,-1,10,0,10,215.03703703703704
14750,14750,59,2,-1,10,0,10,215.85714285714286
14760,14760,58,0,-1,10,0,10,225.07142857142858
14770,14770,58,0,-1,10,0,10,234.35714285714286
14780,14780,57,0,-1,10,1,11,252.66666666666666
14790,14790,57,0,-1,10,1,11,262.6666666666667
14800,14800,57,0,-1,10,1,11,262.92857142857144
14810,14810,57,2,-1,10,0,10,262.3448275862069
14820,14820,57,2,-1,10,0,10,271.6551724137931
14830,14830,55,2,-1,10,0,10,301.77777777777777
14840,14840,55,2,-1,10,0,10,300.75
14850,14850,55,3,-1,10,0,10,310.75
14860,14860,55,0,-1,10,0,10,320.75
14870,14870,55,0,-1,10,0,10,319.3448275862069
14880,14880,55,0,-1,10,0,10,318.03333333333336
14890,14890,55,0,-1,10,0,10,317.0967741935484
14900,14900,54,1,-1,10,0,10,337.43333333333334
14910,14910,54,2,-1,10,0,10,347.43333333333334
14920,14920,54,2,-1,10,0,10,346.1290322580645
14930,14930,75,2,-1,10,0,10,356.1290322580645
14940,14940,75,3,-1,10,0,10,366.1290322580645
14950,14950,75,0,-1,10,0,10,376.1290322580645
14960,14960,75,0,-1,10,0,10,374.0625
14970,14970,75,0,-1,10,0,10,372.1818181818182
14980,14980,75,0,-1,10,0,10,370.6470588235294
14990,14990,75,0,-1,11,0,11,369.4
15000,15000,75,2,-1,11,0,11,379.25714285714287
15010,15010,75,2,-1,11,0,11,378.47222222222223
15020,15020,75,2,-1,11,0,11,377.97297297297297
15030,15030,75,2,-1,11,0,11,377.5263157894737
15040,15040,75,0,-1,11,0,11,377.3333333333333
15050,15050,75,0,-1,11,0,11,386.9230769230769
15060,15060,74,0,-1,11,0,11,396.7692307692308
15070,15070,74,0,-1,11,0,11,406.7692307692308
15080,15080,74,0,-1,11,0,11,406.35
15090,15090,74,1,-1,11,0,11,416.1
15100,15100,74,2,-1,11,0,11,415.6829268292683
15110,15110,74,2,-1,11,0,11,415.4047619047619
15120,15120,74,2,-1,11,0,11,425.1666666666667
15130,15130,74,3,-1,11,0,11,423.90697674418607
15140,15140,95,0,-1,11,0,11,433.30232558139534
15150,15150,95,0,-1,11,1,12,443.04651162790697
15160,15160,95,0,-1,11,1,12,452.8139534883721
15170,15170,94,0,-1,11,0,11,461.90697674418607
15180,15180,94,1,-1,11,0,11,460.72727272727275
15190,15190,94,2,-1,11,0,11,470.27272727272725
15200,15200,94,2,-1,11,0,11,480.04545454545456
15210,15210,94,2,-1,11,0,11,479.0
15220,15220,94,2,-1,11,0,11,478.04347826086956
15230,15230,94,0,-1,11,0,11,487.67391304347825
15240,15240,93,0,-1,11,0,11,497.45652173913044
15250,15250,93,0,-1,11,0,11,496.4468085106383
15260,15260,93,0,-1,11,0,11,495.7708333333333
15270,15270,93,0,-1,11,0,11,495.40816326530614
15280,15280,93,2,-1,11,0,11,495.44
15290,15290,93,2,-1,11,0,11,495.5882352941176
15300,15300,93,2,-1,11,0,11,505.5882352941176
15310,15310,93,2,-1,11,0,11,501.90384615384613
15320,15320,93,3,-1,11,0,11,501.5660377358491
15330,15330,92,0,-1,11,0,11,520.8269230769231
15340,15340,92,0,-1,11,0,11,520.433962264151
15350,15350,112,0,-1,11,0,11,540.1346153846154
15360,15360,112,0,-1,11,0,11,549.9423076923077
15370,15370,112,1,-1,11,0,11,549.3018867924528
15380,15380,112,2,-1,11,0,11,548.9444444444445
15390,15390,112,2,-1,11,0,11,558.7592592592592
15400,15400,112,2,-1,11,0,11,567.3518518518518
15410,15410,112,3,-1,11,0,11,566.3818181818182
15420,15420,110,0,-1,11,1,12,586.5
15430,15430,110,0,-1,11,1,12,585.4727272727273
15440,15440,110,0,-1,11,0,11,594.9454545454546
15450,15450,110,0,-1,11,0,11,604.5818181818182
15460,15460,109,0,-1,11,0,11,625.5925925925926
15470,15470,109,2,-1,11,0,11,623.8545454545455
15480,15480,109,2,-1,11,0,11,622.3214285714286
15490,15490,109,2,-1,11,0,11,620.561403508772
15500,15500,109,2,-1,11,0,11,619.2586206896551
15510,15510,108,0,-1,11,0,11,639.8245614035088
15520,15520,108,0,-1,11,0,11,649.6491228070175
15530,15530,108,0,-1,11,0,11,648.1034482758621
15540,15540,108,0,-1,11,0,11,646.6610169491526
15550,15550,107,0,-1,11,0,11,667.7413793103449
15560,15560,128,1,-1,11,0,11,677.7413793103449
15570,15570,128,2,-1,11,0,11,687.7413793103449
15580,15580,128,2,-1,11,0,11,684.5762711864406
15590,15590,128,2,-1,11,0,11,694.2372881355932
15600,15600,127,3,-1,11,0,11,716.0344827586207
15610,15610,127,0,-1,11,0,11,713.5593220338983
15620,15620,127,0,-1,11,0,11,711.2833333333333
15630,15630,127,0,-1,11,0,11,721.0833333333334
15640,15640,127,0,-1,11,0,11,719.0491803278688
15650,15650,127,1,-1,11,0,11,728.8852459016393
15660,15660,127,2,-1,11,0,11,738.7213114754098
15670,15670,127,2,-1,11,1,12,746.2622950819672
15680,15680,126,2,-1,11,1,12,755.7704918032787
15690,15690,126,2,-1,11,2,13,753.0
15700,15700,126,0,-1,11,2,13,762.8225806451613
15710,15710,126,0,-1,11,1,12,772.3064516129032
15720,15720,126,0,-1,11,2,13,782.0967741935484
15730,15730,126,0,-1,11,2,13,779.3809523809524
15740,15740,126,0,-1,11,2,13,776.890625
15750,15750,126,2,-1,11,2,13,786.671875
15760,15760,126,2,-1,11,2,13,796.515625
15770,15770,146,2,-1,11,2,13,819.1587301587301
15780,15780,146,2,-1,11,2,13,829.1587301587301
15790,15790,146,3,-1,11,2,13,839.1587301587301
15800,15800,146,0,-1,11,2,13,835.890625
15810,15810,146,0,-1,11,2,13,845.859375
15820,15820,146,0,-1,11,2,13,842.6923076923077
15830,15830,146,0,-1,11,2,13,852.6923076923077
15840,15840,146,1,-1,11,2,13,849.6212121212121
15850,15850,146,2,-1,11,2,13,859.469696969697
15860,15860,146,2,-1,11,2,13,856.4029850746268
15870,15870,146,2,-1,11,3,14,866.3731343283582
15880,15880,146,3,-1,11,3,14,863.4852941176471
15890,15890,146,0,-1,11,3,14,873.4852941176471
15900,15900,146,0,-1,11,3,14,870.6811594202899
15910,15910,146,0,-1,11,3,14,880.536231884058
15920,15920,146,0,-1,11,3,14,890.3913043478261
15930,15930,146,0,-1,11,4,15,887.4571428571429
15940,15940,146,2,-1,11,5,16,884.7042253521126
15950,15950,146,2,-1,11,5,16,882.1388888888889
15960,15960,146,2,-1,11,6,17,891.9305555555555
15970,15970,146,2,-1,11,5,16,901.5833333333334
15980,15980,167,0,-1,11,5,16,898.9041095890411
15990,15990,167,0,-1,11,5,16,908.6301369863014
16000,16000,167,0,-1,11,5,16,906.1621621621622
16010,16010,167,0,-1,11,5,16,916.027027027027
16020,16020,167,0,-1,11,5,16,925.8918918918919
16030,16030,166,1,-1,11,7,18,946.8630136986301
16040,16040,165,2,-1,11,7,18,956.7260273972603
16050,16050,165,2,-1,11,7,18,953.527027027027
16060,16060,164,2,-1,11,7,18,963.2567567567568
16070,16070,164,3,-1,11,7,18,972.9864864864865
16080,16080,164,0,-1,11,7,18,982.8243243243244
16090,16090,164,0,-1,11,7,18,992.6891891891892
16100,16100,164,0,-1,11,7,18,989.2533333333333
16110,16110,164,0,-1,11,7,18,999.12
16120,16120,164,1,-1,11,7,18,1008.0933333333334
16130,16130,164,2,-1,11,7,18,1004.4342105263158
16140,16140,163,2,-1,11,7,18,1027.5866666666666
16150,16150,163,2,-1,11,7,18,1023.8421052631579
16160,16160,163,2,-1,11,7,18,1033.7368421052631
16170,16170,163,0,-1,11,7,18,1030.2207792207791
16180,16180,163,0,-1,11,7,18,1026.9102564102564
16190,16190,184,0,-1,11,7,18,1023.8354430379746
16200,16200,184,0,-1,11,7,18,1020.9125
16210,16210,184,0,-1,12,7,19,1017.8024691358024
16220,16220,184,2,-1,12,7,19,1015.0243902439024
16230,16230,184,2,-1,12,7,19,1024.7560975609756
16240,16240,184,2,-1,12,7,19,1022.0481927710844
16250,16250,183,2,-1,12,7,19,1044.2682926829268
16260,16260,183,3,-1,12,7,19,1041.421686746988
16270,16270,183,0,-1,12,7,19,1038.8095238095239
16280,16280,183,0,-1,12,7,19,1048.6904761904761
16290,16290,183,0,-1,12,7,19,1058.595238095238
16300,16300,183,0,-1,12,7,19,1067.0238095238096
16310,16310,183,1,-1,12,7,19,1063.894117647059
16320,16320,183,2,-1,12,7,19,1073.5764705882352
16330,16330,183,2,-1,12,7,19,1070.7906976744187
16340,16340,183,2,-1,12,7,19,1080.6744186046512
16350,16350,183,3,-1,12,7,19,1090.5581395348838
16360,16360,183,0,-1,12,7,19,1100.4418604651162
16370,16370,183,0,-1,12,7,19,1110.3255813953488
16380,16380,183,0,-1,12,7,19,1107.3333333333333
16390,16390,183,0,-1,12,7,19,1117.103448275862
16400,16400,204,0,-1,12,7,19,1114.090909090909
16410,16410,203,2,-1,12,7,19,1136.7931034482758
16420,16420,203,2,-1,12,7,19,1146.7701149425288
16430,16430,203,2,-1,12,7,19,1156.7701149425288
16440,16440,203,2,-1,12,7,19,1153.5113636363637
16450,16450,203,0,-1,12,7,19,1150.3370786516855
16460,16460,203,0,-1,12,7,19,1160.3033707865168
16470,16470,203,0,-1,12,7,19,1157.3333333333333
16480,16480,203,0,-1,12,7,19,1166.6888888888889
16490,16490,203,0,-1,12,7,19,1176.4777777777779
16500,16500,203,1,-1,12,7,19,1173.4175824175825
16510,16510,203,2,-1,12,7,19,1170.554347826087
16520,16520,203,2,-1,12,7,19,1167.8387096774193
16530,16530,203,2,-1,12,7,19,1177.8387096774193
16540,16540,203,3,-1,12,7,19,1175.2446808510638
16550,16550,203,0,-1,12,7,19,1172.821052631579
16560,16560,203,0,-1,12,7,19,1182.821052631579
16570,16570,203,0,-1,12,7,19,1192.821052631579
16580,16580,203,0,-1,12,7,19,1202.821052631579
16590,16590,203,1,-1,12,7,19,1212.821052631579
16600,16600,203,2,-1,12,7,19,1222.821052631579
16610,16610,224,2,-1,12,7,19,1219.9791666666667
16620,16620,224,2,-1,12,7,19,1229.875
16630,16630,224,2,-1,12,7,19,1239.78125
16640,16640,224,0,-1,12,7,19,1249.78125
16650,16650,224,0,-1,12,7,19,1246.8247422680413
16660,16660,224,0,-1,12,7,19,1256.6907216494844
16670,16670,224,0,-1,12,7,19,1266.639175257732
16680,16680,224,0,-1,13,7,20,1263.6836734693877
16690,16690,224,2,-1,13,7,20,1260.8181818181818
16700,16700,224,2,-1,13,7,20,1270.7777777777778
16710,16710,224,2,-1,13,7,20,1280.7777777777778
16720,16720,224,2,-1,13,7,20,1290.7777777777778
16730,16730,224,3,-1,13,7,20,1300.7777777777778
16740,16740,224,0,-1,13,7,20,1310.7777777777778
16750,16750,224,0,-1,13,7,20,1320.2121212121212
16760,16760,224,0,-1,13,7,20,1330.171717171717
16770,16770,224,0,-1,13,7,20,1340.171717171717
16780,16780,224,1,-1,13,7,20,1350.171717171717
