Step,Time,Vehicles,J1_Phase,J2_Phase,J1_Queue,J2_Queue,Total_Queue,Network_Delay
16790,16790,224,2,-1,13,7,20,1360.171717171717
16800,16800,224,2,-1,13,7,20,1356.47
16810,16810,224,2,-1,14,7,21,1352.881188118812
16820,16820,245,3,-1,14,7,21,1362.8415841584158
16830,16830,245,0,-1,14,7,21,1359.3823529411766
16840,16840,245,0,-1,14,7,21,1355.8058252427184
16850,16850,245,0,-1,14,7,21,1365.6601941747572
16860,16860,245,0,-1,14,7,21,1375.5631067961165
16870,16870,245,0,-1,14,7,21,1372.1442307692307
16880,16880,245,2,-1,14,7,21,1382.0288461538462
16890,16890,245,2,-1,14,7,21,1392.0288461538462
16900,16900,245,2,-1,14,7,21,1388.6857142857143
16910,16910,245,2,-1,14,7,21,1385.4905660377358
16920,16920,245,0,-1,14,7,21,1395.3962264150944
16930,16930,245,0,-1,14,7,21,1404.4716981132076
16940,16940,245,0,-1,14,7,21,1401.03738317757
16950,16950,242,0,-1,14,7,21,1437.7047619047619
16960,16960,242,0,-1,14,7,21,1447.7047619047619
16970,16970,242,1,-1,14,7,21,1443.9811320754718
16980,16980,242,2,-1,14,7,21,1453.9811320754718
16990,16990,242,2,-1,14,7,21,1463.9811320754718
17000,17000,242,2,-1,14,7,21,1473.9811320754718
17010,17010,242,3,-1,14,7,21,1483.9811320754718
17020,17020,242,0,-1,14,7,21,1479.5233644859813
17030,17030,263,0,-1,14,7,21,1489.392523364486
17040,17040,263,0,-1,14,7,21,1499.3831775700935
17050,17050,263,0,-1,14,7,21,1509.3831775700935
17060,17060,263,1,-1,14,7,21,1519.3831775700935
17070,17070,263,2,-1,14,7,21,1529.3831775700935
17080,17080,263,2,-1,14,7,21,1525.1296296296296
17090,17090,263,2,-1,14,7,21,1535.037037037037
17100,17100,262,2,-1,14,7,21,1544.9444444444443
17110,17110,262,0,-1,14,7,21,1554.851851851852
17120,17120,262,0,-1,14,7,21,1564.7592592592594
17130,17130,261,0,-1,14,7,21,1589.3831775700935
17140,17140,261,0,-1,14,7,21,1599.3831775700935
17150,17150,261,0,-1,14,7,21,1594.4814814814815
17160,17160,261,2,-1,14,7,21,1604.388888888889
17170,17170,261,2,-1,14,7,21,1614.2962962962963
17180,17180,261,2,-1,14,7,21,1609.3302752293578
17190,17190,261,2,-1,14,7,21,1619.2385321100917
17200,17200,261,3,-1,14,7,21,1628.9357798165138
17210,17210,261,0,-1,14,7,21,1638.834862385321
17220,17220,261,0,-1,14,7,21,1648.7431192660551
17230,17230,261,0,-1,14,7,21,1643.5727272727272
17240,17240,282,0,-1,14,7,21,1653.3909090909092
17250,17250,281,1,-1,14,7,21,1678.532110091743
17260,17260,281,2,-1,14,7,21,1688.532110091743
17270,17270,281,2,-1,14,7,21,1698.532110091743
17280,17280,281,2,-1,14,7,21,1708.532110091743
17290,17290,281,3,-1,14,7,21,1718.532110091743
17300,17300,281,0,-1,14,7,21,1728.532110091743
17310,17310,281,0,-1,14,7,21,1722.7272727272727
17320,17320,281,0,-1,14,7,21,1732.6363636363637
17330,17330,281,0,-1,14,7,21,1742.6090909090908
17340,17340,281,0,-1,14,7,21,1752.6090909090908
17350,17350,281,2,-1,14,7,21,1746.7297297297298
17360,17360,281,2,-1,14,7,21,1756.6396396396397
17370,17370,281,2,-1,14,7,21,1766.6036036036037
17380,17380,281,2,-1,14,7,21,1760.6339285714287
17390,17390,281,0,-1,14,7,21,1770.625
17400,17400,281,0,-1,14,7,21,1780.625
17410,17410,281,0,-1,14,7,21,1790.625
17420,17420,281,0,-1,14,7,21,1784.6902654867256
17430,17430,281,0,-1,14,7,21,1794.6017699115043
17440,17440,281,1,-1,14,7,21,1804.5486725663716
17450,17450,302,2,-1,14,7,21,1798.6842105263158
17460,17460,302,2,-1,14,7,21,1808.6842105263158
17470,17470,301,2,-1,14,7,21,1834.4778761061948
17480,17480,301,3,-1,14,7,21,1828.298245614035
17490,17490,301,0,-1,14,7,21,1838.2456140350878
17500,17500,301,0,-1,14,7,21,1848.2456140350878
17510,17510,301,0,-1,14,7,21,1842.0869565217392
17520,17520,301,0,-1,14,7,21,1852.0
17530,17530,301,1,-1,14,8,22,1861.9565217391305
17540,17540,301,2,-1,14,8,22,1871.9565217391305
17550,17550,301,2,-1,14,8,22,1881.9565217391305
17560,17560,301,2,-1,14,8,22,1891.9565217391305
17570,17570,301,2,-1,14,8,22,1885.5603448275863
17580,17580,300,0,-1,14,8,22,1911.9565217391305
17590,17590,300,0,-1,14,8,22,1921.9565217391305
17600,17600,300,0,-1,14,8,22,1931.9565217391305
17610,17610,300,0,-1,14,8,22,1941.9565217391305
17620,17620,300,0,-1,14,8,22,1951.9565217391305
17630,17630,300,2,-1,14,8,22,1961.9565217391305
17640,17640,300,2,-1,14,8,22,1954.9568965517242
17650,17650,300,2,-1,14,8,22,1964.8706896551723
17660,17660,321,2,-1,14,9,23,1957.991452991453
17670,17670,321,3,-1,14,9,23,1967.905982905983
17680,17680,321,0,-1,14,10,24,1961.0677966101696
17690,17690,321,0,-1,14,10,24,1970.9830508474577
17700,17700,321,0,-1,14,10,24,1980.8983050847457
17710,17710,321,0,-1,14,10,24,1990.8135593220338
17720,17720,321,1,-1,14,10,24,2000.7288135593221
17730,17730,321,2,-1,14,11,25,2010.7118644067796
17740,17740,321,2,-1,14,11,25,2003.7310924369747
17750,17750,321,2,-1,14,11,25,2013.6470588235295
17760,17760,321,3,-1,14,12,26,2006.7083333333333
17770,17770,321,0,-1,14,12,26,2016.625
17780,17780,321,0,-1,14,12,26,2026.5416666666667
17790,17790,321,0,-1,14,12,26,2036.4583333333333
17800,17800,321,0,-1,14,12,26,2029.4628099173553
17810,17810,321,0,-1,14,13,27,2022.6967213114754
17820,17820,321,2,-1,14,13,27,2032.6147540983607
17830,17830,321,2,-1,14,13,27,2042.532786885246
17840,17840,321,2,-1,14,13,27,2052.4508196721313
17850,17850,321,2,-1,14,13,27,2045.60162601626
17860,17860,321,0,-1,14,13,27,2038.8629032258063
17870,17870,342,0,-1,14,14,28,2048.733870967742
17880,17880,342,0,-1,14,14,28,2058.6532258064517
17890,17890,342,0,-1,14,14,28,2068.5725806451615
17900,17900,342,0,-1,14,14,28,2078.4919354838707
17910,17910,342,1,-1,14,14,28,2088.451612903226
17920,17920,342,2,-1,14,14,28,2098.0725806451615
17930,17930,342,2,-1,14,14,28,2108.0725806451615
17940,17940,342,2,-1,14,14,28,2118.0725806451615
17950,17950,342,3,-1,14,14,28,2128.0725806451615
17960,17960,342,0,-1,14,14,28,2138.0725806451615
17970,17970,342,0,-1,14,14,28,2148.0725806451615
17980,17980,342,0,-1,14,14,28,2140.816
17990,17990,342,0,-1,15,14,29,2133.7619047619046
18000,18000,342,1,-1,15,14,29,2143.7619047619046
18010,18010,342,2,-1,15,14,29,2136.803149606299
18020,18020,342,2,-1,15,14,29,2146.7244094488187
18030,18030,342,2,-1,15,14,29,2156.7244094488187
18040,18040,342,2,-1,15,14,29,2166.7244094488187
18050,18050,342,0,-1,15,14,29,2176.7244094488187
18060,18060,342,0,-1,15,14,29,2169.65625
18070,18070,342,0,-1,16,14,30,2162.8217054263564
18080,18080,363,0,-1,16,14,30,2172.8217054263564
18090,18090,363,0,-1,16,14,30,2182.8217054263564
18100,18100,363,2,-1,16,14,30,2175.9538461538464
18110,18110,363,2,-1,16,14,30,2185.876923076923
18120,18120,363,2,-1,16,15,31,2195.8384615384616
18130,18130,363,2,-1,16,15,31,2205.8384615384616
18140,18140,363,3,-1,16,15,31,2215.8384615384616
18150,18150,363,0,-1,16,15,31,2225.8384615384616
18160,18160,363,0,-1,16,15,31,2235.8384615384616
18170,18170,363,0,-1,16,15,31,2245.8384615384616
18180,18180,363,0,-1,16,15,31,2238.664122137405
18190,18190,363,1,-1,16,15,31,2248.664122137405
18200,18200,363,2,-1,16,15,31,2258.664122137405
18210,18210,363,2,-1,16,15,31,2268.664122137405
18220,18220,363,2,-1,16,15,31,2278.664122137405
18230,18230,363,3,-1,16,15,31,2271.3257575757575
18240,18240,363,0,-1,16,15,31,2281.25
18250,18250,363,0,-1,16,15,31,2291.1742424242425
18260,18260,363,0,-1,16,15,31,2283.8045112781956
18270,18270,363,0,-1,16,15,31,2293.7293233082705
18280,18280,363,0,-1,16,15,31,2303.721804511278
18290,18290,384,2,-1,16,15,31,2313.721804511278
18300,18300,384,2,-1,16,15,31,2323.721804511278
18310,18310,384,2,-1,16,15,31,2316.3358208955224
18320,18320,384,2,-1,16,15,31,2309.17037037037
18330,18330,384,0,-1,16,15,31,2319.17037037037
18340,18340,384,0,-1,16,15,31,2329.17037037037
18350,18350,384,0,-1,16,15,31,2339.17037037037
18360,18360,384,0,-1,16,15,31,2349.17037037037
18370,18370,384,0,-1,16,15,31,2341.823529411765
18380,18380,384,1,-1,16,15,31,2351.794117647059
18390,18390,384,2,-1,16,15,31,2361.794117647059
18400,18400,384,2,-1,16,15,31,2371.794117647059
18410,18410,384,2,-1,16,15,31,2364.4087591240877
18420,18420,384,3,-1,16,15,31,2374.3357664233577
18430,18430,384,0,-1,16,15,31,2384.2627737226276
18440,18440,384,0,-1,16,15,31,2376.840579710145
18450,18450,384,0,-1,16,15,31,2386.695652173913
18460,18460,384,0,-1,16,15,31,2379.4676258992804
18470,18470,384,1,-1,16,15,31,2372.407142857143
18480,18480,384,2,-1,16,15,31,2382.407142857143
18490,18490,384,2,-1,16,15,31,2392.407142857143
18500,18500,405,2,-1,16,15,31,2402.407142857143
18510,18510,405,2,-1,16,15,31,2412.407142857143
18520,18520,405,0,-1,16,15,31,2422.407142857143
18530,18530,405,0,-1,16,15,31,2432.407142857143
18540,18540,405,0,-1,16,15,31,2425.0851063829787
18550,18550,405,0,-1,16,15,31,2435.021276595745
18560,18560,405,0,-1,16,15,31,2445.021276595745
18570,18570,405,2,-1,16,15,31,2455.021276595745
18580,18580,405,2,-1,16,15,31,2465.021276595745
18590,18590,405,2,-1,16,15,31,2475.021276595745
18600,18600,405,2,-1,16,15,31,2485.021276595745
18610,18610,405,3,-1,16,15,31,2495.021276595745
18620,18620,405,0,-1,16,15,31,2505.021276595745
18630,18630,405,0,-1,16,15,31,2515.021276595745
18640,18640,405,0,-1,16,15,31,2507.239436619718
18650,18650,405,0,-1,16,15,31,2517.169014084507
18660,18660,405,1,-1,16,16,32,2527.1338028169016
18670,18670,405,2,-1,16,16,32,2537.1338028169016
18680,18680,405,2,-1,16,16,32,2547.1338028169016
18690,18690,405,2,-1,17,16,33,2539.27972027972
18700,18700,405,3,-1,17,16,33,2549.27972027972
18710,18710,426,0,-1,17,16,33,2559.27972027972
18720,18720,426,0,-1,17,16,33,2569.27972027972
18730,18730,426,0,-1,18,16,34,2561.402777777778
18740,18740,426,0,-1,18,16,34,2571.402777777778
18750,18750,426,0,-1,18,16,34,2563.6206896551726
18760,18760,426,2,-1,18,16,34,2573.6206896551726
18770,18770,426,2,-1,18,16,34,2565.9520547945203
18780,18780,426,2,-1,18,16,34,2575.9520547945203
18790,18790,426,2,-1,18,16,34,2585.9520547945203
18800,18800,426,0,-1,18,16,34,2578.292517006803
18810,18810,426,0,-1,18,16,34,2588.2244897959185
18820,18820,426,0,-1,18,16,34,2580.6689189189187
18830,18830,426,0,-1,18,16,34,2573.2147651006712
18840,18840,426,0,-1,18,16,34,2583.181208053691
18850,18850,426,1,-1,18,16,34,2593.181208053691
18860,18860,426,2,-1,18,16,34,2603.181208053691
18870,18870,426,2,-1,18,16,34,2613.181208053691
18880,18880,426,2,-1,18,16,34,2623.181208053691
18890,18890,426,3,-1,18,16,34,2633.181208053691
18900,18900,426,0,-1,18,16,34,2625.56
18910,18910,426,0,-1,18,16,34,2635.56
18920,18920,447,0,-1,18,16,34,2645.56
18930,18930,447,0,-1,18,16,34,2655.56
18940,18940,447,1,-1,18,16,34,2665.56
18950,18950,447,2,-1,18,16,34,2657.841059602649
18960,18960,447,2,-1,18,16,34,2667.774834437086
18970,18970,447,2,-1,18,16,34,2677.774834437086
18980,18980,447,2,-1,18,16,34,2687.774834437086
18990,18990,447,0,-1,18,16,34,2697.774834437086
19000,19000,447,0,-1,18,16,34,2707.774834437086
19010,19010,447,0,-1,18,16,34,2699.8947368421054
19020,19020,447,0,-1,18,16,34,2709.8289473684213
19030,19030,447,0,-1,18,17,35,2719.815789473684
19040,19040,447,2,-1,18,17,35,2711.97385620915
19050,19050,447,2,-1,18,17,35,2721.908496732026
19060,19060,447,2,-1,18,17,35,2714.1688311688313
19070,19070,447,2,-1,18,17,35,2724.103896103896
19080,19080,447,3,-1,18,17,35,2734.0584415584417
19090,19090,447,0,-1,18,17,35,2744.0584415584417
19100,19100,447,0,-1,18,17,35,2754.0584415584417
19110,19110,447,0,-1,18,17,35,2764.0584415584417
19120,19120,447,0,-1,18,17,35,2774.0584415584417
19130,19130,468,1,-1,18,17,35,2784.0584415584417
19140,19140,468,2,-1,18,17,35,2794.0584415584417
19150,19150,468,2,-1,18,17,35,2804.0584415584417
19160,19160,468,2,-1,18,17,35,2814.0584415584417
19170,19170,468,3,-1,18,17,35,2824.0584415584417
19180,19180,468,0,-1,18,17,35,2834.0584415584417
19190,19190,468,0,-1,18,17,35,2825.7096774193546
19200,19200,468,0,-1,18,17,35,2835.6709677419353
19210,19210,468,0,-1,18,17,35,2845.6709677419353
19220,19220,468,0,-1,18,17,35,2855.6709677419353
19230,19230,468,2,-1,18,17,35,2865.6709677419353
19240,19240,468,2,-1,18,17,35,2875.6709677419353
19250,19250,468,2,-1,18,17,35,2885.6709677419353
19260,19260,468,2,-1,18,17,35,2895.6709677419353
19270,19270,468,0,-1,18,17,35,2905.6709677419353
19280,19280,468,0,-1,18,17,35,2915.6709677419353
19290,19290,468,0,-1,18,17,35,2925.6709677419353
19300,19300,468,0,-1,18,17,35,2935.6709677419353
19310,19310,468,0,-1,18,17,35,2945.6709677419353
19320,19320,468,1,-1,18,17,35,2955.6709677419353
19330,19330,468,2,-1,18,17,35,2965.6709677419353
19340,19340,489,2,-1,18,17,35,2975.6709677419353
19350,19350,489,2,-1,18,17,35,2966.5320512820513
19360,19360,489,3,-1,18,17,35,2976.480769230769
19370,19370,489,0,-1,18,17,35,2967.458598726115
19380,19380,489,0,-1,18,17,35,2977.394904458599
19390,19390,489,0,-1,18,17,35,2968.4240506329115
19400,19400,489,0,-1,18,17,35,2978.3101265822784
19410,19410,489,1,-1,18,17,35,2969.4528301886794
19420,19420,489,2,-1,18,18,36,2979.4402515723273
19430,19430,489,2,-1,18,18,36,2989.4402515723273
19440,19440,489,2,-1,18,18,36,2999.4402515723273
19450,19450,489,2,-1,18,18,36,2990.63125
19460,19460,489,0,-1,18,18,36,3000.56875
19470,19470,489,0,-1,18,19,37,3010.55
19480,19480,489,0,-1,18,18,36,3020.44375
19490,19490,489,0,-1,18,18,36,3030.43125
19500,19500,489,0,-1,18,18,36,3040.43125
19510,19510,489,2,-1,18,18,36,3031.4844720496894
19520,19520,489,2,-1,18,18,36,3041.4285714285716
19530,19530,489,2,-1,18,18,36,3051.4285714285716
19540,19540,489,2,-1,18,18,36,3061.4285714285716
19550,19550,510,3,-1,18,18,36,3052.4691358024693
19560,19560,510,0,-1,18,18,36,3062.432098765432
19570,19570,510,0,-1,18,18,36,3072.432098765432
19580,19580,510,0,-1,18,18,36,3063.521472392638
19590,19590,510,0,-1,18,18,36,3073.4969325153374
19600,19600,510,1,-1,18,18,36,3083.4969325153374
19610,19610,510,2,-1,18,18,36,3093.4969325153374
19620,19620,510,2,-1,18,18,36,3103.4969325153374
19630,19630,510,2,-1,18,18,36,3094.512195121951
19640,19640,510,3,-1,18,18,36,3104.451219512195
19650,19650,510,0,-1,18,18,36,3114.390243902439
19660,19660,510,0,-1,18,18,36,3124.329268292683
19670,19670,510,0,-1,18,18,36,3134.268292682927
19680,19680,510,0,-1,18,18,36,3144.2256097560976
19690,19690,510,0,-1,18,18,36,3154.2256097560976
19700,19700,510,2,-1,18,18,36,3145.048484848485
19710,19710,510,2,-1,18,18,36,3155.0060606060606
19720,19720,510,2,-1,18,18,36,3165.0060606060606
19730,19730,510,2,-1,18,18,36,3175.0060606060606
19740,19740,510,0,-1,18,18,36,3185.0060606060606
19750,19750,510,0,-1,18,18,36,3175.759036144578
19760,19760,531,0,-1,18,18,36,3166.6646706586826
19770,19770,531,0,-1,18,18,36,3176.6526946107783
19780,19780,531,0,-1,18,18,36,3186.6526946107783
19790,19790,531,1,-1,18,18,36,3196.6526946107783
19800,19800,531,2,-1,18,18,36,3206.6526946107783
19810,19810,531,2,-1,18,18,36,3216.6526946107783
19820,19820,531,2,-1,18,18,36,3207.4523809523807
19830,19830,531,3,-1,18,18,36,3217.4523809523807
19840,19840,531,0,-1,18,18,36,3208.372781065089
19850,19850,531,0,-1,18,18,36,3218.372781065089
19860,19860,531,0,-1,18,18,36,3228.372781065089
19870,19870,531,0,-1,18,18,36,3238.372781065089
19880,19880,531,1,-1,18,18,36,3248.372781065089
19890,19890,531,2,-1,18,18,36,3258.372781065089
19900,19900,531,2,-1,18,18,36,3249.170588235294
19910,19910,531,2,-1,18,18,36,3259.170588235294
19920,19920,531,2,-1,18,18,36,3269.170588235294
19930,19930,531,0,-1,18,18,36,3259.9941520467837
19940,19940,531,0,-1,18,18,36,3269.9473684210525
19950,19950,531,0,-1,18,18,36,3279.9473684210525
19960,19960,531,0,-1,18,18,36,3289.9473684210525
19970,19970,552,0,-1,18,18,36,3299.9473684210525
19980,19980,552,2,-1,18,18,36,3309.9473684210525
19990,19990,552,2,-1,18,18,36,3319.9473684210525
20000,20000,552,2,-1,18,18,36,3329.9473684210525
20010,20010,552,2,-1,18,18,36,3339.9473684210525
20020,20020,552,3,-1,18,18,36,3349.9473684210525
20030,20030,552,0,-1,18,18,36,3359.9473684210525
20040,20040,552,0,-1,18,18,36,3369.9473684210525
20050,20050,552,0,-1,18,18,36,3379.9473684210525
20060,20060,552,0,-1,18,18,36,3389.9473684210525
20070,20070,552,1,-1,18,18,36,3399.9473684210525
20080,20080,552,2,-1,18,18,36,3409.9473684210525
20090,20090,552,2,-1,18,18,36,3419.9473684210525
20100,20100,552,2,-1,18,18,36,3429.9473684210525
20110,20110,552,3,-1,18,18,36,3439.9473684210525
20120,20120,552,0,-1,18,18,36,3449.9473684210525
20130,20130,552,0,-1,18,18,36,3439.8313953488373
20140,20140,552,0,-1,18,18,36,3449.8255813953488
20150,20150,552,0,-1,18,18,36,3459.8255813953488
20160,20160,552,0,-1,18,18,36,3469.8255813953488
20170,20170,552,2,-1,18,18,36,3479.8255813953488
20180,20180,573,2,-1,18,18,36,3469.6820809248557
20190,20190,573,2,-1,18,18,36,3459.683908045977
20200,20200,573,2,-1,18,18,36,3469.6264367816093
20210,20210,573,0,-1,18,18,36,3479.5689655172414
20220,20220,573,0,-1,18,18,36,3489.5114942528735
20230,20230,573,0,-1,18,18,36,3479.462857142857
20240,20240,573,0,-1,18,18,36,3469.619318181818
20250,20250,573,0,-1,18,18,36,3479.5625
20260,20260,573,1,-1,18,18,36,3489.505681818182
20270,20270,573,2,-1,18,18,36,3499.4488636363635
20280,20280,573,2,-1,18,18,36,3509.3920454545455
20290,20290,573,2,-1,18,18,36,3519.3920454545455
20300,20300,573,3,-1,18,18,36,3529.3920454545455
20310,20310,573,0,-1,18,18,36,3539.3920454545455
20320,20320,573,0,-1,18,18,36,3549.3920454545455
20330,20330,573,0,-1,18,18,36,3559.3920454545455
20340,20340,573,0,-1,18,18,36,3569.3920454545455
20350,20350,573,1,-1,18,18,36,3579.3920454545455
20360,20360,573,2,-1,18,18,36,3569.1638418079096
20370,20370,573,2,-1,18,18,36,3579.1638418079096
20380,20380,573,2,-1,18,18,36,3569.0
20390,20390,594,2,-1,18,18,36,3578.9438202247193
20400,20400,594,0,-1,18,19,37,3588.9044943820227
20410,20410,594,0,-1,18,19,37,3598.9044943820227
20420,20420,594,0,-1,18,19,37,3608.9044943820227
20430,20430,594,0,-1,18,19,37,3618.9044943820227
20440,20440,594,0,-1,18,19,37,3608.631284916201
20450,20450,594,2,-1,18,19,37,3598.538888888889
20460,20460,594,2,-1,18,19,37,3608.538888888889
20470,20470,594,2,-1,18,19,37,3618.538888888889
20480,20480,594,2,-1,18,19,37,3628.538888888889
20490,20490,594,3,-1,18,19,37,3638.538888888889
20500,20500,594,0,-1,18,19,37,3648.538888888889
20510,20510,594,0,-1,18,19,37,3658.538888888889
20520,20520,594,0,-1,18,19,37,3668.538888888889
20530,20530,594,0,-1,18,19,37,3678.538888888889
20540,20540,594,1,-1,18,19,37,3688.538888888889
20550,20550,594,2,-1,18,19,37,3678.1160220994475
20560,20560,594,2,-1,18,19,37,3688.1160220994475
20570,20570,594,2,-1,18,19,37,3698.1160220994475
20580,20580,594,3,-1,18,19,37,3687.7417582417584
20590,20590,594,0,-1,18,19,37,3697.686813186813
20600,20600,615,0,-1,18,19,37,3707.631868131868
20610,20610,615,0,-1,18,19,37,3697.27868852459
20620,20620,614,0,-1,18,19,37,3707.224043715847
20630,20630,614,0,-1,18,19,37,3717.2021857923496
20640,20640,614,2,-1,18,19,37,3727.2021857923496
20650,20650,614,2,-1,18,19,37,3737.2021857923496
20660,20660,614,2,-1,18,19,37,3747.2021857923496
20670,20670,614,2,-1,18,19,37,3757.2021857923496
20680,20680,614,0,-1,18,19,37,3767.2021857923496
20690,20690,614,0,-1,18,19,37,3777.2021857923496
20700,20700,614,0,-1,18,19,37,3787.2021857923496
20710,20710,614,0,-1,18,19,37,3776.5652173913045
20720,20720,614,0,-1,18,19,37,3786.5489130434785
20730,20730,614,1,-1,18,19,37,3796.5489130434785
20740,20740,614,2,-1,18,19,37,3806.5489130434785
20750,20750,614,2,-1,18,19,37,3816.5489130434785
20760,20760,614,2,-1,18,19,37,3826.5489130434785
20770,20770,614,3,-1,18,19,37,3836.5489130434785
20780,20780,614,0,-1,18,19,37,3846.5489130434785
20790,20790,614,0,-1,18,19,37,3835.7243243243242
20800,20800,614,0,-1,18,19,37,3825.048387096774
20810,20810,635,0,-1,18,19,37,3835.005376344086
20820,20820,635,1,-1,18,19,37,3845.005376344086
20830,20830,635,2,-1,18,19,37,3855.005376344086
20840,20840,635,2,-1,18,19,37,3865.005376344086
20850,20850,635,2,-1,18,19,37,3875.005376344086
20860,20860,634,2,-1,18,19,37,3885.005376344086
20870,20870,634,0,-1,18,19,37,3895.005376344086
